VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
YV4BR0DL6M,Kitsap,Kingston,WA,98346,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,23,157502796,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
5YJ3E1EC1L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,23,195702293,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090700
5YJXCBE2XL,Thurston,Olympia,WA,98513,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,2,271175789,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012332
5YJSA1DNXD,Kitsap,Seabeck,WA,98380,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,35,119860289,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301
5YJ3E1EB5J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,14,271848468,POINT (-120.60199 46.59817),PACIFICORP,53077000902
1G1FY6S09L,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,22,271593990,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1N4AZ0CP7F,Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,23,255683830,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
1C4RJYD63P,Yakima,Yakima,WA,98903,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,14,265306576,POINT (-120.71847 46.55029),PACIFICORP,53077002803
KNDC3DLC1N,Thurston,Lacey,WA,98503,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,219160784,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011421
1G1FX6S03H,Kitsap,Bremerton,WA,98312,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,26,136965993,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
5YJ3E1EB2L,King,Kenmore,WA,98028,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,46,103405375,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
5LMTJ5DZ6S,Thurston,Olympia,WA,98506,2025,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,22,288192187,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
1N4AZ1CP6K,Thurston,Olympia,WA,98513,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,2,276678048,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012332
1N4AZ0CP0D,King,Seattle,WA,98108,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,11,7262615,POINT (-122.31449 47.53917),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
7SAYGAEE3P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,251695349,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1N4AZ0CP0F,King,Seattle,WA,98107,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,43,226647585,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
1N4AZ0CP2E,Thurston,Olympia,WA,98501,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,175866323,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400
1N4AZ0CP3E,King,Shoreline,WA,98133,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,32,333283758,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600
WA132BFZ9R,Snohomish,Lynnwood,WA,98036,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,268775055,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
LPSED3KA9M,King,Issaquah,WA,98029,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,5,281300001,POINT (-122.01656 47.57118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
5YJSA1E25H,Snohomish,Lynnwood,WA,98036,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,1,289064940,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
KNDCE3LG4K,Thurston,Olympia,WA,98502,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,22,478118847,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB4J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,15,474819026,POINT (-120.60199 46.59817),PACIFICORP,53077003400
5YJ3E1EA8L,King,Seattle,WA,98105,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,43,112885769,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301
WBY1Z8C35H,Kitsap,Bainbridge Island,WA,98110,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,23,350306638,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800
1G1FX6S0XH,Thurston,Olympia,WA,98506,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,176445594,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1N4AZ1CP8K,Kitsap,Kingston,WA,98346,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,23,7849733,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
7PDSGABA0P,Yakima,Yakima,WA,98908,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,256285998,POINT (-120.60199 46.59817),PACIFICORP,53077000401
5YJ3E1EB7K,King,Kent,WA,98031,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,47,317789328,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406
WA1F2AFY6M,Kitsap,Port Orchard,WA,98367,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,26,141588464,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092101
1GT10MEDXS,Kitsap,Poulsbo,WA,98370,2025,GMC,SIERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,280953249,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
5YJ3E1EB9J,Kitsap,Poulsbo,WA,98370,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23,148652507,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
KNDC34LA5P,Thurston,Olympia,WA,98506,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,251794273,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EA1M,Thurston,Olympia,WA,98506,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,171551257,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
JTJHKCFZ5P,Kitsap,Kingston,WA,98346,2023,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,23,251318280,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
1FADP5CU2E,Kitsap,Port Orchard,WA,98366,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,26,133720191,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092400
JA4T5VA96P,Thurston,Olympia,WA,98513,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,2,288043703,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012320
1N4AZ0CP1D,Thurston,Olympia,WA,98512,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,35,108912499,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011000
1G1FZ6S01K,Thurston,Olympia,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,329223702,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
3FA6P0SUXG,Snohomish,Everett,WA,98208,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,44,146690281,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041610
LPSED3KA4M,Snohomish,Lake Stevens,WA,98258,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,44,172572557,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052505
JN1AZ0CP6C,Island,Langley,WA,98260,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,10,100285762,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
KNAGV4LD0H,Thurston,Olympia,WA,98512,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35,476719869,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010920
3C3CFFGE4E,King,Shoreline,WA,98177,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,32,144394197,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800
5UX43EU02R,Yakima,Selah,WA,98942,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,15,287952899,POINT (-120.53145 46.65405),PACIFICORP,53077003400
KNDC3DLC3P,Thurston,Lacey,WA,98503,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,237900939,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200
5YJ3E1EB5K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1,303441771,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WBY1Z8C38H,Kitsap,Poulsbo,WA,98370,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,23,208485784,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJSA1V41F,King,Seattle,WA,98144,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,37,157909874,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
5YJ3E1EBXK,King,Seattle,WA,98199,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,36,477067153,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
1N4AZ0CP1D,King,Seattle,WA,98109,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,36,257067814,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
JHMZC5F39J,Kitsap,Bainbridge Island,WA,98110,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,23,335554012,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
WAUUPBFFXJ,King,Seattle,WA,98112,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,43,305884869,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
4JGFB4GB6S,Island,Oak Harbor,WA,98277,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,49,10,282990760,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
5YJ3E1EA3K,Snohomish,Everett,WA,98208,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,44,341041018,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
JTJCJMGA8R,Yakima,Yakima,WA,98902,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,14,274113976,POINT (-120.51904 46.59783),PACIFICORP,53077000800
1G1RC6S58J,Kitsap,Kingston,WA,98346,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,23,154609780,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
7PDSGABA1R,Snohomish,Lynnwood,WA,98087,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,261327440,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804
5YJ3E1EB2M,Yakima,Yakima,WA,98908,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,177731851,POINT (-120.60199 46.59817),PACIFICORP,53077003400
5YJ3E1EA0J,Kitsap,Bremerton,WA,98310,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23,139409896,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102
JHMZC5F38J,Snohomish,Bothell,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,44,147684981,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
ZACPDFCW7R,Thurston,Olympia,WA,98512,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,35,262513982,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011821
YV4BR0DL7L,Island,Coupeville,WA,98239,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,10,3342818,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
7PDSGABA1R,Snohomish,Snohomish,WA,98296,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,269292453,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
1N4AZ0CP4F,Thurston,Olympia,WA,98506,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,157428841,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
KNDRMDLH6R,Thurston,Olympia,WA,98502,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,35,266701151,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1G1FX6S0XH,Kitsap,Kingston,WA,98346,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23,126149362,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EA6L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,44,141793480,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
1G1FX6S00H,Kitsap,Poulsbo,WA,98370,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23,260006043,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
1G1RB6E44E,Thurston,Olympia,WA,98502,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,22,136588301,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
JN1AZ0CP0B,Whitman,Pullman,WA,99163,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,9,249149526,POINT (-117.18147 46.73015),AVISTA CORP,53075000602
KNDCR3LF0R,Kitsap,Bremerton,WA,98310,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,23,258977435,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080200
KNDC3DLC7R,Snohomish,Bothell,WA,98012,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,273822713,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
5YJ3E1EA3P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,256210972,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
JTJCJMGA4R,Yakima,Yakima,WA,98902,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,14,258090185,POINT (-120.51904 46.59783),PACIFICORP,53077000800
5YJSA1E27G,Kitsap,Bremerton,WA,98312,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,35,196728640,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
5YJ3E1EB9L,Kitsap,Bremerton,WA,98312,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,35,4619590,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400
5XYC3DJC4S,Snohomish,Mill Creek,WA,98012,2025,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,284274819,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052004
1G1RB6E44F,Yakima,Selah,WA,98942,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,15,245614274,POINT (-120.53145 46.65405),PACIFICORP,53077003100
3C3CFFGE8F,King,Bellevue,WA,98008,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,48,187132158,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
5YJSA1E28J,Kitsap,Port Orchard,WA,98367,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,26,194782612,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092902
5YJ3E1EA7P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,235506029,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011626
5YJYGDEE8M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,179547133,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1N4AZ0CP3D,Snohomish,Monroe,WA,98272,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,39,263423940,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
1N4AZ1CP0J,Snohomish,Edmonds,WA,98026,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,32,3707819,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050402
5YJ3E1EA5K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,21,201875110,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051928
JN1AZ0CP2C,Kitsap,Port Orchard,WA,98367,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,26,142479676,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092801
5YJYGDEE3L,King,Seattle,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,11,128898542,POINT (-122.31449 47.53917),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
5UXTA6C08M,King,Seattle,WA,98112,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,43,137478232,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5UXTA6C0XN,Snohomish,Bothell,WA,98021,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1,195358530,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
JTMABACA1S,Yakima,Yakima,WA,98902,2025,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,278728481,POINT (-120.51904 46.59783),PACIFICORP,53077000800
KNDPZDAH5P,Yakima,Yakima,WA,98902,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,14,238039126,POINT (-120.51904 46.59783),PACIFICORP,53077000800
1N4AZ1CP1L,King,Sammamish,WA,98075,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,41,142111210,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218
5UXKT0C30H,Snohomish,Mill Creek,WA,98012,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44,148811134,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061041609
7PDSGABA3P,Yakima,Yakima,WA,98908,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,252405170,POINT (-120.60199 46.59817),PACIFICORP,53077002801
2C4RC1N75L,Snohomish,Monroe,WA,98272,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39,126045951,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
KNDCS3LF3P,Yakima,Naches,WA,98937,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,14,249765939,POINT (-120.69972 46.7309),PACIFICORP,53077003002
KNDCM3LD4K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,23,228581055,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
WBY7Z2C56J,King,Kent,WA,98031,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,11,167374784,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
5YJ3E1EB6K,Yakima,Naches,WA,98937,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,14,225755869,POINT (-120.69972 46.7309),PACIFICORP,53077003002
WBY1Z2C51G,King,Seattle,WA,98126,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,34,152307144,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601
5YJ3E1EA4K,King,Seattle,WA,98116,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,34,197347412,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
5YJYGDEE4L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,22,124226252,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200
YV4H60DP6N,Stevens,Colville,WA,99114,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,7,200576071,POINT (-117.90454 48.54657),AVISTA CORP,53065950300
5YJSA1S18F,King,Seattle,WA,98115,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,46,251443083,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
5YJ3E1EB8J,King,Renton,WA,98055,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,33,196294682,POINT (-122.19488 47.44035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309
5YJYGDEEXL,King,Redmond,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,45,110699256,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
WBY1Z4C56E,Kitsap,Bremerton,WA,98312,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,35,221479254,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900
5YJSA1E20J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,32,185249781,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051500
1FMCU0E11S,Thurston,Tumwater,WA,98501,2025,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,22,279875739,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010802
